ASVID,Domain,Phylum,Class,Order,Family,Genus,Species
ASV_1819,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,D_5__Ramlibacter,NA
ASV_1820,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,D_5__Rhizobacter,Ambiguous_taxa
ASV_1821,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,D_5__Rhizobacter,D_6__metagenome
ASV_1822,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,D_5__Rhizobacter,NA
ASV_1823,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,D_5__Rhodoferax,D_6__uncultured prokaryote
ASV_1824,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,D_5__Rhodoferax,NA
ASV_1825,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,D_5__Rubrivivax,NA
ASV_1826,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,D_5__Simplicispira,NA
ASV_1827,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,D_5__Sphaerotilus,NA
ASV_1828,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,D_5__Variovorax,NA
ASV_1829,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,D_5__uncultured,NA
ASV_1830,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,NA,NA
ASV_1831,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Chitinibacteraceae,D_5__Chitinibacter,Ambiguous_taxa
ASV_1832,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Chitinibacteraceae,D_5__Chitinibacter,D_6__metagenome
ASV_1833,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Chitinibacteraceae,D_5__Deefgea,D_6__Deefgea sp. HP12I
ASV_1834,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Chitinibacteraceae,D_5__Deefgea,NA
ASV_1835,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Chitinibacteraceae,D_5__Formivibrio,D_6__Formivibrio citricus
ASV_1836,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Chitinimonadaceae,D_5__Chitinimonas,Ambiguous_taxa
ASV_1837,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Chromobacteriaceae,D_5__Vogesella,Ambiguous_taxa
ASV_1838,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Chromobacteriaceae,D_5__Vogesella,NA
ASV_1839,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Gallionellaceae,D_5__Candidatus Nitrotoga,Ambiguous_taxa
ASV_1840,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Gallionellaceae,D_5__Candidatus Nitrotoga,D_6__uncultured bacterium
ASV_1841,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Gallionellaceae,D_5__Candidatus Nitrotoga,NA
ASV_1842,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Gallionellaceae,D_5__Gallionella,NA
ASV_1843,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Gallionellaceae,D_5__Sideroxydans,NA
ASV_1844,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Gallionellaceae,NA,NA
ASV_1845,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Methylophilaceae,D_5__MM1,D_6__Methylovorus sp. MM1
ASV_1846,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Methylophilaceae,D_5__Methylophilus,NA
ASV_1847,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Methylophilaceae,D_5__Methylotenera,D_6__uncultured soil bacterium
ASV_1848,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Methylophilaceae,D_5__Methylotenera,NA
ASV_1849,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Methylophilaceae,NA,NA
ASV_1850,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Neisseriaceae,D_5__uncultured,D_6__uncultured beta proteobacterium
ASV_1851,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Nitrosomonadaceae,D_5__966-1,NA
ASV_1852,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Nitrosomonadaceae,D_5__DSSD61,NA
ASV_1853,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Nitrosomonadaceae,D_5__Ellin6067,Ambiguous_taxa
ASV_1854,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Nitrosomonadaceae,D_5__Ellin6067,D_6__bacterium TG154
ASV_1855,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Nitrosomonadaceae,D_5__Ellin6067,D_6__beta proteobacterium DC2b-18
ASV_1856,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Nitrosomonadaceae,D_5__Ellin6067,D_6__metagenome
ASV_1857,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Nitrosomonadaceae,D_5__Ellin6067,NA
ASV_1858,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Nitrosomonadaceae,D_5__GOUTA6,NA
ASV_1859,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Nitrosomonadaceae,D_5__IS-44,D_6__metagenome
ASV_1860,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Nitrosomonadaceae,D_5__IS-44,NA
ASV_1861,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Nitrosomonadaceae,D_5__MND1,D_6__uncultured bacterium
ASV_1862,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Nitrosomonadaceae,D_5__MND1,NA
ASV_1863,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Nitrosomonadaceae,D_5__Nitrosomonas,D_6__metagenome
ASV_1864,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Nitrosomonadaceae,D_5__Nitrosomonas,D_6__uncultured bacterium
ASV_1865,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Nitrosomonadaceae,D_5__Nitrosomonas,NA
ASV_1866,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Nitrosomonadaceae,D_5__Nitrosospira,NA
ASV_1867,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Nitrosomonadaceae,D_5__mle1-7,D_6__metagenome
ASV_1868,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Nitrosomonadaceae,D_5__mle1-7,D_6__uncultured Burkholderiales bacterium
ASV_1869,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Nitrosomonadaceae,D_5__mle1-7,D_6__uncultured Nitrosomonadaceae bacterium
ASV_1870,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Nitrosomonadaceae,D_5__mle1-7,D_6__uncultured bacterium
ASV_1871,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Nitrosomonadaceae,D_5__mle1-7,D_6__uncultured beta proteobacterium
ASV_1872,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Nitrosomonadaceae,D_5__mle1-7,NA
ASV_1873,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Nitrosomonadaceae,D_5__oc32,Ambiguous_taxa
ASV_1874,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Nitrosomonadaceae,D_5__uncultured,D_6__uncultured bacterium
ASV_1875,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Nitrosomonadaceae,NA,NA
ASV_1876,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Rhodocyclaceae,D_5__Azospira,NA
ASV_1877,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Rhodocyclaceae,D_5__Candidatus Accumulibacter,D_6__uncultured bacterium
ASV_1878,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Rhodocyclaceae,D_5__Candidatus Accumulibacter,NA
ASV_1879,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Rhodocyclaceae,D_5__Dechloromonas,NA
ASV_1880,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Rhodocyclaceae,D_5__Denitratisoma,NA
ASV_1881,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Rhodocyclaceae,D_5__Ferribacterium,Ambiguous_taxa
ASV_1882,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Rhodocyclaceae,D_5__Ferribacterium,NA
ASV_1883,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Rhodocyclaceae,D_5__Georgfuchsia,D_6__uncultured bacterium
ASV_1884,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Rhodocyclaceae,D_5__Methyloversatilis,NA
ASV_1885,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Rhodocyclaceae,D_5__Propionivibrio,Ambiguous_taxa
ASV_1886,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Rhodocyclaceae,D_5__Propionivibrio,NA
ASV_1887,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Rhodocyclaceae,D_5__Sterolibacterium,D_6__uncultured bacterium
ASV_1888,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Rhodocyclaceae,D_5__Sulfuritalea,D_6__uncultured Rhodocyclaceae bacterium
ASV_1889,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Rhodocyclaceae,D_5__Sulfuritalea,NA
ASV_1890,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Rhodocyclaceae,D_5__Zoogloea,D_6__uncultured beta proteobacterium
ASV_1891,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Rhodocyclaceae,D_5__Zoogloea,NA
ASV_1892,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Rhodocyclaceae,D_5__uncultured,NA
ASV_1893,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Rhodocyclaceae,NA,NA
ASV_1894,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__SC-I-84,Ambiguous_taxa,Ambiguous_taxa
ASV_1895,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__SC-I-84,D_5__beta proteobacterium JGI 0001003-N18,D_6__beta proteobacterium JGI 0001003-N18
ASV_1896,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__SC-I-84,D_5__metagenome,D_6__metagenome
ASV_1897,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__SC-I-84,D_5__uncultured Comamonadaceae bacterium,D_6__uncultured Comamonadaceae bacterium
ASV_1898,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__SC-I-84,D_5__uncultured Nitrosomonadaceae bacterium,D_6__uncultured Nitrosomonadaceae bacterium
ASV_1899,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__SC-I-84,D_5__uncultured beta proteobacterium,D_6__uncultured beta proteobacterium
ASV_1900,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__SC-I-84,D_5__uncultured prokaryote,D_6__uncultured prokaryote
ASV_1901,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__SC-I-84,D_5__uncultured soil bacterium,D_6__uncultured soil bacterium
ASV_1902,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__SC-I-84,NA,NA
ASV_1903,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__T34,NA,NA
ASV_1904,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__TRA3-20,NA,NA
ASV_1905,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,NA,NA,NA
ASV_1906,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__CCD24,NA,NA,NA
ASV_1907,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__CCM19a,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_1908,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__CCM19a,D_4__uncultured soil bacterium,D_5__uncultured soil bacterium,D_6__uncultured soil bacterium
ASV_1909,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__CCM19a,NA,NA,NA
ASV_1910,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Cellvibrionales,D_4__Cellvibrionaceae,D_5__Aestuariicella,D_6__uncultured bacterium
ASV_1911,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Cellvibrionales,D_4__Cellvibrionaceae,D_5__Cellvibrio,D_6__metagenome
ASV_1912,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Cellvibrionales,D_4__Cellvibrionaceae,D_5__Cellvibrio,NA
ASV_1913,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Cellvibrionales,D_4__Halieaceae,D_5__OM60(NOR5) clade,D_6__metagenome
ASV_1914,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Cellvibrionales,D_4__Halieaceae,D_5__OM60(NOR5) clade,D_6__uncultured bacterium
ASV_1915,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Cellvibrionales,D_4__Halieaceae,D_5__OM60(NOR5) clade,D_6__uncultured soil bacterium
ASV_1916,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Cellvibrionales,D_4__Halieaceae,D_5__OM60(NOR5) clade,NA
ASV_1917,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Cellvibrionales,D_4__Halieaceae,NA,NA
ASV_1918,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Cellvibrionales,D_4__Porticoccaceae,D_5__C1-B045,NA
ASV_1919,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Cellvibrionales,D_4__Porticoccaceae,D_5__Porticoccus,D_6__metagenome
ASV_1920,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Cellvibrionales,D_4__Spongiibacteraceae,D_5__BD1-7 clade,Ambiguous_taxa
ASV_1921,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Cellvibrionales,D_4__Spongiibacteraceae,D_5__BD1-7 clade,D_6__uncultured soil bacterium
ASV_1922,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Cellvibrionales,D_4__Spongiibacteraceae,D_5__BD1-7 clade,NA
ASV_1923,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Chromatiales,D_4__Chromatiaceae,D_5__Thiobaca,D_6__Thiobaca trueperi
ASV_1924,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Coxiellales,D_4__Coxiellaceae,D_5__Coxiella,D_6__uncultured bacterium
ASV_1925,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Coxiellales,D_4__Coxiellaceae,D_5__Coxiella,NA
ASV_1926,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Diplorickettsiales,D_4__Diplorickettsiaceae,D_5__Aquicella,D_6__metagenome
ASV_1927,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Diplorickettsiales,D_4__Diplorickettsiaceae,D_5__Aquicella,D_6__uncultured bacterium
ASV_1928,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Diplorickettsiales,D_4__Diplorickettsiaceae,D_5__Aquicella,D_6__unidentified
ASV_1929,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Diplorickettsiales,D_4__Diplorickettsiaceae,D_5__Aquicella,NA
ASV_1930,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Diplorickettsiales,D_4__Diplorickettsiaceae,D_5__Rickettsiella,Ambiguous_taxa
ASV_1931,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Diplorickettsiales,D_4__Diplorickettsiaceae,D_5__Rickettsiella,D_6__uncultured Diplorickettsia sp.
ASV_1932,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Diplorickettsiales,D_4__Diplorickettsiaceae,D_5__Rickettsiella,NA
ASV_1933,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Diplorickettsiales,D_4__Diplorickettsiaceae,D_5__uncultured,D_6__agricultural soil bacterium SC-I-16
ASV_1934,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Diplorickettsiales,D_4__Diplorickettsiaceae,D_5__uncultured,D_6__uncultured Legionellales bacterium
ASV_1935,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Diplorickettsiales,D_4__Diplorickettsiaceae,D_5__uncultured,D_6__uncultured bacterium
ASV_1936,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Diplorickettsiales,D_4__Diplorickettsiaceae,D_5__uncultured,D_6__uncultured gamma proteobacterium
ASV_1937,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Diplorickettsiales,D_4__Diplorickettsiaceae,D_5__uncultured,NA
ASV_1938,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__EC3,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_1939,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__EC3,NA,NA,NA
ASV_1940,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__EV818SWSAP88,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_1941,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__EV818SWSAP88,NA,NA,NA
ASV_1942,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Enterobacteriales,D_4__Enterobacteriaceae,D_5__Erwinia,NA
ASV_1943,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Enterobacteriales,D_4__Enterobacteriaceae,D_5__Escherichia-Shigella,NA
ASV_1944,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Enterobacteriales,D_4__Enterobacteriaceae,D_5__Serratia,NA
ASV_1945,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Enterobacteriales,D_4__Enterobacteriaceae,NA,NA
ASV_1946,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Ga0077536,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa
ASV_1947,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Ga0077536,NA,NA,NA
ASV_1948,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Gammaproteobacteria Incertae Sedis,D_4__Unknown Family,D_5__Acidibacter,D_6__metagenome
ASV_1949,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Gammaproteobacteria Incertae Sedis,D_4__Unknown Family,D_5__Acidibacter,D_6__uncultured bacterium
ASV_1950,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Gammaproteobacteria Incertae Sedis,D_4__Unknown Family,D_5__Acidibacter,D_6__uncultured proteobacterium
ASV_1951,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Gammaproteobacteria Incertae Sedis,D_4__Unknown Family,D_5__Acidibacter,NA
ASV_1952,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Gammaproteobacteria Incertae Sedis,D_4__Unknown Family,D_5__Candidatus Berkiella,D_6__Ectothiorhodospira sp. enrichment culture
ASV_1953,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Gammaproteobacteria Incertae Sedis,D_4__Unknown Family,D_5__Candidatus Berkiella,D_6__metagenome
ASV_1954,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Gammaproteobacteria Incertae Sedis,D_4__Unknown Family,D_5__Candidatus Berkiella,D_6__uncultured bacterium
ASV_1955,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Gammaproteobacteria Incertae Sedis,D_4__Unknown Family,D_5__Candidatus Berkiella,NA
ASV_1956,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Gammaproteobacteria Incertae Sedis,D_4__Unknown Family,D_5__Candidatus Ovatusbacter,D_6__uncultured bacterium
ASV_1957,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Gammaproteobacteria Incertae Sedis,D_4__Unknown Family,D_5__Candidatus Ovatusbacter,NA
ASV_1958,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Gammaproteobacteria Incertae Sedis,D_4__Unknown Family,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_1959,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Gammaproteobacteria Incertae Sedis,D_4__Unknown Family,D_5__uncultured,Ambiguous_taxa
ASV_1960,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Gammaproteobacteria Incertae Sedis,D_4__Unknown Family,NA,NA
ASV_1961,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__JG36-GS-52,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa
ASV_1962,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__JG36-GS-52,NA,NA,NA
ASV_1963,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__JG36-TzT-191,NA,NA,NA
ASV_1964,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__KF-JG30-C25,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_1965,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__KI89A clade,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_1966,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__KI89A clade,NA,NA,NA
ASV_1967,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Legionellales,D_4__Legionellaceae,D_5__Legionella,D_6__uncultured bacterium
ASV_1968,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Legionellales,D_4__Legionellaceae,D_5__Legionella,NA
ASV_1969,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Methylococcales,D_4__Methylococcaceae,D_5__Methylomagnum,D_6__methanotrophic bacterium AK-K6
ASV_1970,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Methylococcales,D_4__Methylococcaceae,NA,NA
